199.05	-1.00
199.86	2.00
200.66	5.00
201.47	0.00
202.27	1.00
203.07	1.00
203.88	-1.00
204.68	5.00
205.49	5.00
206.29	1.00
207.09	3.00
207.90	2.00
208.70	-2.00
209.51	4.00
210.31	2.00
211.11	2.00
211.92	3.00
212.72	3.00
213.52	3.00
214.33	4.00
215.13	0.00
215.93	2.00
216.74	5.00
217.54	3.00
218.34	-1.00
219.15	-1.00
219.95	2.00
220.75	1.00
221.55	-1.00
222.36	7.00
223.16	-1.00
223.96	2.00
224.76	4.00
225.57	1.00
226.37	3.00
227.17	0.00
227.97	0.00
228.78	2.00
229.58	6.00
230.38	-1.00
231.18	0.00
231.98	5.00
232.79	-1.00
233.59	4.00
234.39	3.00
235.19	2.00
235.99	5.00
236.79	1.00
237.59	2.00
238.40	4.00
239.20	2.00
240.00	1.00
240.80	-2.00
241.60	0.00
242.40	4.00
243.20	4.00
244.00	3.00
244.80	4.00
245.60	2.00
246.41	4.00
247.21	1.00
248.01	3.00
248.81	1.00
249.61	4.00
250.41	0.00
251.21	3.00
252.01	2.00
252.81	3.00
253.61	8.00
254.41	1.00
255.21	3.00
256.01	2.00
256.81	1.00
257.61	4.00
258.41	5.00
259.21	2.00
260.01	3.00
260.81	4.00
261.61	3.00
262.41	4.00
263.20	2.00
264.00	2.00
264.80	-1.00
265.60	3.00
266.40	5.00
267.20	0.00
268.00	4.00
268.80	4.00
269.60	2.00
270.39	5.00
271.19	3.00
271.99	2.00
272.79	6.00
273.59	2.00
274.39	1.00
275.19	3.00
275.98	2.00
276.78	3.00
277.58	3.00
278.38	1.00
279.18	1.00
279.97	2.00
280.77	0.00
281.57	3.00
282.37	1.00
283.16	3.00
283.96	4.00
284.76	-1.00
285.56	3.00
286.35	2.00
287.15	5.00
287.95	2.00
288.75	1.00
289.54	4.00
290.34	2.00
291.14	1.00
291.93	5.00
292.73	2.00
293.53	-1.00
294.32	4.00
295.12	5.00
295.92	2.00
296.71	7.00
297.51	-1.00
298.31	3.00
299.10	4.00
299.90	2.00
300.69	5.00
301.49	5.00
302.29	3.00
303.08	0.00
303.88	2.00
304.67	5.00
305.47	4.00
306.26	6.00
307.06	1.00
307.86	3.00
308.65	6.00
309.45	1.00
310.24	0.00
311.04	4.00
311.83	6.00
312.63	3.00
313.42	7.00
314.22	5.00
315.01	5.00
315.81	6.00
316.60	4.00
317.40	5.00
318.19	6.00
318.98	1.00
319.78	6.00
320.57	5.00
321.37	3.00
322.16	3.00
322.96	6.00
323.75	3.00
324.54	7.00
325.34	6.00
326.13	6.00
326.93	6.00
327.72	5.00
328.51	7.00
329.31	1.00
330.10	6.00
330.89	7.00
331.69	4.00
332.48	4.00
333.27	5.00
334.07	5.00
334.86	7.00
335.65	6.00
336.45	2.00
337.24	4.00
338.03	2.00
338.83	7.00
339.62	7.00
340.41	5.00
341.20	9.00
342.00	6.00
342.79	5.00
343.58	9.00
344.37	5.00
345.17	8.00
345.96	12.00
346.75	5.00
347.54	7.00
348.33	7.00
349.13	7.00
349.92	6.00
350.71	11.00
351.50	10.00
352.29	10.00
353.08	10.00
353.88	10.00
354.67	8.00
355.46	8.00
356.25	11.00
357.04	8.00
357.83	11.00
358.62	10.00
359.41	10.00
360.20	7.00
361.00	14.00
361.79	11.00
362.58	11.00
363.37	13.00
364.16	12.00
364.95	14.00
365.74	17.00
366.53	12.00
367.32	16.00
368.11	17.00
368.90	21.00
369.69	23.00
370.48	21.00
371.27	22.00
372.06	29.00
372.85	24.00
373.64	28.00
374.43	30.00
375.22	33.00
376.01	36.00
376.80	38.00
377.59	46.00
378.38	50.00
379.17	53.00
379.96	56.00
380.74	65.00
381.53	67.00
382.32	76.00
383.11	74.00
383.90	89.00
384.69	97.00
385.48	99.00
386.27	113.00
387.05	124.00
387.84	124.00
388.63	140.00
389.42	154.00
390.21	153.00
391.00	176.00
391.78	189.00
392.57	199.00
393.36	208.00
394.15	232.00
394.94	236.00
395.72	256.00
396.51	270.00
397.30	283.00
398.09	298.00
398.87	311.00
399.66	335.00
400.45	346.00
401.24	368.00
402.02	387.00
402.81	411.00
403.60	427.00
404.38	441.00
405.17	469.00
405.96	480.00
406.75	515.00
