199.05	6.00
199.86	6.00
200.66	7.00
201.47	4.00
202.27	10.00
203.07	7.00
203.88	9.00
204.68	9.00
205.49	6.00
206.29	6.00
207.09	8.00
207.90	5.00
208.70	6.00
209.51	9.00
210.31	3.00
211.11	6.00
211.92	8.00
212.72	5.00
213.52	10.00
214.33	11.00
215.13	5.00
215.93	11.00
216.74	8.00
217.54	6.00
218.34	8.00
219.15	7.00
219.95	4.00
220.75	10.00
221.55	6.00
222.36	7.00
223.16	7.00
223.96	8.00
224.76	9.00
225.57	8.00
226.37	9.00
227.17	10.00
227.97	7.00
228.78	6.00
229.58	10.00
230.38	2.00
231.18	6.00
231.98	7.00
232.79	5.00
233.59	8.00
234.39	8.00
235.19	6.00
235.99	9.00
236.79	5.00
237.59	7.00
238.40	9.00
239.20	6.00
240.00	7.00
240.80	6.00
241.60	7.00
242.40	8.00
243.20	6.00
244.00	5.00
244.80	8.00
245.60	7.00
246.41	7.00
247.21	6.00
248.01	10.00
248.81	6.00
249.61	9.00
250.41	8.00
251.21	7.00
252.01	5.00
252.81	9.00
253.61	11.00
254.41	8.00
255.21	12.00
256.01	5.00
256.81	6.00
257.61	10.00
258.41	9.00
259.21	8.00
260.01	9.00
260.81	6.00
261.61	10.00
262.41	8.00
263.20	4.00
264.00	8.00
264.80	7.00
265.60	5.00
266.40	9.00
267.20	6.00
268.00	7.00
268.80	8.00
269.60	7.00
270.39	7.00
271.19	7.00
271.99	6.00
272.79	10.00
273.59	6.00
274.39	5.00
275.19	8.00
275.98	10.00
276.78	9.00
277.58	7.00
278.38	8.00
279.18	2.00
279.97	8.00
280.77	7.00
281.57	7.00
282.37	7.00
283.16	10.00
283.96	10.00
284.76	2.00
285.56	8.00
286.35	7.00
287.15	5.00
287.95	10.00
288.75	9.00
289.54	4.00
290.34	7.00
291.14	7.00
291.93	10.00
292.73	6.00
293.53	8.00
294.32	6.00
295.12	10.00
295.92	8.00
296.71	6.00
297.51	8.00
298.31	7.00
299.10	7.00
299.90	7.00
300.69	8.00
301.49	9.00
302.29	11.00
303.08	9.00
303.88	4.00
304.67	9.00
305.47	9.00
306.26	8.00
307.06	7.00
307.86	9.00
308.65	5.00
309.45	11.00
310.24	5.00
311.04	6.00
311.83	11.00
312.63	4.00
313.42	7.00
314.22	12.00
315.01	8.00
315.81	9.00
316.60	10.00
317.40	8.00
318.19	9.00
318.98	10.00
319.78	11.00
320.57	7.00
321.37	9.00
322.16	10.00
322.96	6.00
323.75	9.00
324.54	12.00
325.34	8.00
326.13	12.00
326.93	11.00
327.72	9.00
328.51	12.00
329.31	8.00
330.10	9.00
330.89	16.00
331.69	9.00
332.48	8.00
333.27	12.00
334.07	7.00
334.86	9.00
335.65	13.00
336.45	8.00
337.24	10.00
338.03	9.00
338.83	11.00
339.62	9.00
340.41	10.00
341.20	9.00
342.00	11.00
342.79	11.00
343.58	10.00
344.37	9.00
345.17	11.00
345.96	13.00
346.75	8.00
347.54	9.00
348.33	12.00
349.13	9.00
349.92	13.00
350.71	14.00
351.50	11.00
352.29	16.00
353.08	10.00
353.88	10.00
354.67	16.00
355.46	12.00
356.25	14.00
357.04	11.00
357.83	9.00
358.62	14.00
359.41	14.00
360.20	8.00
361.00	12.00
361.79	16.00
362.58	10.00
363.37	14.00
364.16	15.00
364.95	14.00
365.74	15.00
366.53	15.00
367.32	18.00
368.11	16.00
368.90	20.00
369.69	19.00
370.48	19.00
371.27	22.00
372.06	24.00
372.85	22.00
373.64	26.00
374.43	26.00
375.22	28.00
376.01	34.00
376.80	31.00
377.59	39.00
378.38	42.00
379.17	38.00
379.96	50.00
380.74	51.00
381.53	48.00
382.32	60.00
383.11	60.00
383.90	64.00
384.69	74.00
385.48	70.00
386.27	78.00
387.05	86.00
387.84	90.00
388.63	95.00
389.42	99.00
390.21	100.00
391.00	109.00
391.78	116.00
392.57	117.00
393.36	119.00
394.15	127.00
394.94	125.00
395.72	132.00
396.51	142.00
397.30	150.00
398.09	146.00
398.87	153.00
399.66	161.00
400.45	160.00
401.24	171.00
402.02	176.00
402.81	173.00
403.60	181.00
404.38	197.00
405.17	196.00
405.96	204.00
406.75	203.00
407.53	207.00
408.32	216.00
409.11	229.00
409.89	227.00
410.68	237.00
411.46	241.00
412.25	246.00
413.04	259.00
413.82	263.00
414.61	274.00
415.40	285.00
416.18	281.00
416.97	298.00
417.75	310.00
418.54	317.00
419.32	321.00
420.11	338.00
420.90	340.00
421.68	354.00
422.47	360.00
423.25	381.00
424.04	385.00
424.82	396.00
425.61	413.00
426.39	434.00
427.18	440.00
427.96	459.00
428.75	471.00
429.53	492.00
430.32	505.00
431.10	523.00
431.88	543.00
432.67	547.00
433.45	573.00
434.24	591.00
435.02	613.00
435.81	635.00
436.59	646.00
437.37	680.00
438.16	702.00
438.94	716.00
439.73	734.00
440.51	756.00
441.29	774.00
442.08	797.00
442.86	811.00
443.64	835.00
444.43	861.00
445.21	880.00
445.99	916.00
446.78	937.00
447.56	961.00
448.34	981.00
449.13	990.00
449.91	1022.00
450.69	1032.00
451.47	1049.00
452.26	1065.00
453.04	1090.00
453.82	1111.00
454.60	1121.00
455.39	1142.00
456.17	1167.00
456.95	1198.00
457.73	1202.00
458.52	1231.00
459.30	1248.00
460.08	1259.00
460.86	1282.00
461.64	1320.00
462.42	1334.00
463.21	1350.00
463.99	1359.00
464.77	1390.00
465.55	1411.00
466.33	1418.00
467.11	1454.00
467.89	1477.00
468.68	1465.00
469.46	1501.00
470.24	1523.00
471.02	1546.00
471.80	1561.00
472.58	1587.00
473.36	1626.00
474.14	1637.00
474.92	1671.00
475.70	1696.00
476.48	1734.00
477.26	1753.00
478.04	1773.00
478.82	1816.00
479.60	1848.00
480.38	1884.00
481.16	1931.00
481.94	1956.00
482.72	1984.00
483.50	2050.00
484.28	2098.00
485.06	2163.00
485.84	2192.00
486.62	2267.00
487.40	2330.00
488.18	2394.00
488.96	2474.00
489.74	2529.00
490.52	2602.00
491.30	2677.00
492.08	2770.00
492.85	2894.00
493.63	2990.00
494.41	3084.00
495.19	3199.00
495.97	3284.00
496.75	3455.00
497.53	3588.00
498.30	3713.00
499.08	3863.00
499.86	4031.00
500.64	4179.00
501.42	4364.00
502.20	4541.00
502.97	4720.00
503.75	4914.00
504.53	5130.00
505.31	5293.00
506.08	5541.00
506.86	5684.00
507.64	5932.00
508.42	6143.00
509.19	6362.00
509.97	6587.00
510.75	6789.00
511.53	7024.00
512.30	7217.00
513.08	7444.00
513.86	7668.00
514.63	7889.00
515.41	8081.00
516.19	8252.00
516.96	8406.00
517.74	8601.00
518.52	8819.00
519.29	8960.00
520.07	9130.00
520.84	9303.00
521.62	9464.00
522.40	9650.00
523.17	9763.00
523.95	9938.00
524.72	10094.00
525.50	10198.00
526.28	10337.00
527.05	10443.00
527.83	10561.00
528.60	10699.00
529.38	10832.00
530.15	10935.00
530.93	11036.00
531.70	11197.00
532.48	11276.00
533.25	11439.00
534.03	11556.00
534.80	11735.00
535.58	11840.00
536.35	11921.00
537.13	11979.00
537.90	12121.00
538.68	12216.00
539.45	12333.00
540.23	12438.00
541.00	12549.00
541.78	12669.00
542.55	12804.00
543.32	12855.00
544.10	13004.00
544.87	13111.00
545.65	13225.00
546.42	13285.00
547.19	13423.00
547.97	13494.00
548.74	13615.00
549.51	13713.00
550.29	13808.00
551.06	13950.00
551.83	14093.00
552.61	14157.00
553.38	14247.00
554.15	14318.00
554.93	14473.00
555.70	14519.00
556.47	14659.00
557.24	14719.00
558.02	14918.00
558.79	14961.00
559.56	15057.00
560.33	15175.00
561.11	15292.00
561.88	15418.00
562.65	15479.00
563.42	15634.00
564.20	15694.00
564.97	15845.00
565.74	15970.00
566.51	16034.00
567.28	16184.00
568.05	16322.00
568.83	16407.00
569.60	16592.00
570.37	16602.00
571.14	16731.00
571.91	16853.00
572.68	17006.00
573.45	17038.00
574.23	17136.00
575.00	17271.00
575.77	17341.00
576.54	17481.00
577.31	17587.00
578.08	17649.00
578.85	17751.00
579.62	17907.00
580.39	17961.00
581.16	18051.00
581.93	18149.00
582.70	18190.00
583.47	18367.00
584.24	18446.00
585.01	18543.00
585.78	18459.00
586.55	18627.00
587.32	18623.00
588.09	18691.00
588.86	18728.00
589.63	18843.00
590.40	18959.00
591.17	19041.00
591.94	19111.00
592.71	19134.00
593.48	19227.00
594.25	19298.00
595.02	19361.00
595.79	19413.00
596.55	19428.00
597.32	19538.00
598.09	19624.00
598.86	19727.00
599.63	19754.00
600.40	19797.00
601.17	19878.00
601.93	19968.00
602.70	20080.00
603.47	20063.00
604.24	20148.00
605.01	20283.00
605.78	20273.00
606.54	20336.00
607.31	20439.00
608.08	20418.00
608.85	20467.00
609.61	20603.00
610.38	20546.00
611.15	20604.00
611.92	20687.00
612.68	20717.00
613.45	20744.00
614.22	20796.00
