0.001698	0.001443	0.001993	-0.000046	-0.000058	0.000053	0.000000	
0.001718	0.001437	0.002085	-0.000046	-0.000060	0.000057	0.000000	
0.001738	0.001432	0.002177	-0.000047	-0.000061	0.000060	0.000000	
0.001758	0.001426	0.002269	-0.000048	-0.000063	0.000063	0.000000	
0.001778	0.001420	0.002361	-0.000049	-0.000064	0.000067	0.000000	
0.001798	0.001415	0.002453	-0.000050	-0.000066	0.000070	0.000000	
0.001823	0.001391	0.002579	-0.000050	-0.000068	0.000075	0.000000	
0.001847	0.001368	0.002706	-0.000051	-0.000070	0.000081	-0.000000	
0.001872	0.001345	0.002833	-0.000052	-0.000072	0.000086	-0.000000	
0.001897	0.001322	0.002959	-0.000053	-0.000074	0.000091	-0.000000	
0.001922	0.001298	0.003086	-0.000054	-0.000076	0.000097	-0.000000	
0.001926	0.001264	0.003255	-0.000054	-0.000080	0.000104	-0.000000	
0.001929	0.001230	0.003424	-0.000055	-0.000083	0.000111	-0.000000	
0.001933	0.001196	0.003592	-0.000056	-0.000086	0.000119	-0.000000	
0.001936	0.001162	0.003761	-0.000056	-0.000090	0.000126	-0.000000	
0.001940	0.001128	0.003930	-0.000057	-0.000093	0.000134	-0.000000	
0.001906	0.001100	0.004120	-0.000057	-0.000098	0.000143	-0.000000	
0.001871	0.001071	0.004311	-0.000057	-0.000103	0.000152	-0.000000	
0.001837	0.001042	0.004501	-0.000057	-0.000108	0.000161	-0.000000	
0.001803	0.001014	0.004692	-0.000057	-0.000113	0.000170	-0.000000	
0.001769	0.000985	0.004882	-0.000057	-0.000118	0.000179	-0.000000	
0.001662	0.000951	0.005059	-0.000056	-0.000124	0.000189	-0.000000	
0.001555	0.000918	0.005235	-0.000054	-0.000130	0.000198	-0.000000	
0.001448	0.000884	0.005411	-0.000052	-0.000135	0.000208	-0.000001	
0.001340	0.000850	0.005588	-0.000051	-0.000141	0.000217	-0.000001	
0.001233	0.000816	0.005764	-0.000049	-0.000146	0.000227	-0.000001	
0.001116	0.000777	0.005903	-0.000047	-0.000151	0.000233	-0.000001	
0.000999	0.000737	0.006042	-0.000044	-0.000155	0.000240	-0.000001	
0.000882	0.000697	0.006182	-0.000042	-0.000160	0.000246	-0.000001	
0.000765	0.000658	0.006321	-0.000039	-0.000164	0.000253	-0.000001	
0.000648	0.000618	0.006460	-0.000037	-0.000168	0.000259	-0.000001	
0.000573	0.000569	0.006575	-0.000035	-0.000171	0.000262	-0.000001	
0.000498	0.000519	0.006690	-0.000033	-0.000174	0.000265	-0.000001	
0.000422	0.000470	0.006805	-0.000031	-0.000177	0.000268	-0.000001	
0.000347	0.000421	0.006920	-0.000029	-0.000180	0.000271	-0.000001	
0.000272	0.000371	0.007035	-0.000027	-0.000183	0.000274	-0.000001	
0.000218	0.000338	0.007126	-0.000026	-0.000184	0.000274	-0.000001	
0.000164	0.000304	0.007216	-0.000024	-0.000186	0.000274	-0.000001	
0.000110	0.000271	0.007306	-0.000023	-0.000187	0.000275	-0.000001	
0.000056	0.000237	0.007396	-0.000021	-0.000189	0.000275	-0.000001	
0.000002	0.000203	0.007487	-0.000020	-0.000190	0.000275	-0.000000	
-0.000010	0.000160	0.007576	-0.000018	-0.000188	0.000271	-0.000000	
-0.000022	0.000116	0.007665	-0.000017	-0.000186	0.000267	-0.000000	
-0.000035	0.000072	0.007754	-0.000016	-0.000185	0.000262	-0.000000	
-0.000047	0.000028	0.007843	-0.000015	-0.000183	0.000258	-0.000000	
-0.000060	-0.000016	0.007932	-0.000014	-0.000181	0.000254	-0.000000	
-0.000074	-0.000040	0.008031	-0.000013	-0.000180	0.000249	-0.000000	
-0.000089	-0.000065	0.008130	-0.000012	-0.000178	0.000244	-0.000000	
-0.000104	-0.000089	0.008230	-0.000012	-0.000176	0.000238	-0.000000	
-0.000118	-0.000114	0.008329	-0.000011	-0.000175	0.000233	-0.000000	
-0.000133	-0.000138	0.008428	-0.000010	-0.000173	0.000228	-0.000000	
-0.000125	-0.000183	0.008536	-0.000009	-0.000169	0.000221	-0.000000	
-0.000118	-0.000227	0.008644	-0.000008	-0.000166	0.000213	-0.000000	
-0.000110	-0.000272	0.008751	-0.000007	-0.000163	0.000206	-0.000000	
-0.000103	-0.000316	0.008859	-0.000006	-0.000159	0.000199	-0.000000	
-0.000095	-0.000361	0.008966	-0.000006	-0.000156	0.000191	-0.000000	
-0.000078	-0.000413	0.009088	-0.000005	-0.000151	0.000182	-0.000000	
-0.000062	-0.000466	0.009210	-0.000004	-0.000147	0.000173	-0.000000	
-0.000045	-0.000519	0.009332	-0.000003	-0.000142	0.000164	-0.000000	
-0.000028	-0.000571	0.009454	-0.000002	-0.000138	0.000155	-0.000000	
-0.000012	-0.000624	0.009576	-0.000001	-0.000134	0.000146	-0.000000	
0.000006	-0.000671	0.009694	-0.000000	-0.000129	0.000136	0.000000	
0.000025	-0.000719	0.009812	0.000000	-0.000124	0.000127	0.000000	
0.000043	-0.000766	0.009930	0.000001	-0.000119	0.000117	0.000000	
0.000061	-0.000814	0.010048	0.000002	-0.000114	0.000107	0.000000	
0.000079	-0.000861	0.010166	0.000003	-0.000109	0.000098	0.000000	
0.000099	-0.000898	0.010250	0.000003	-0.000103	0.000088	0.000000	
0.000119	-0.000935	0.010334	0.000004	-0.000097	0.000078	0.000000	
0.000139	-0.000972	0.010418	0.000005	-0.000091	0.000068	0.000000	
0.000159	-0.001009	0.010501	0.000005	-0.000084	0.000058	0.000000	
0.000179	-0.001046	0.010585	0.000006	-0.000078	0.000048	0.000000	
0.000211	-0.001080	0.010618	0.000006	-0.000070	0.000038	0.000000	
0.000243	-0.001115	0.010651	0.000007	-0.000062	0.000027	0.000000	
0.000275	-0.001150	0.010684	0.000007	-0.000053	0.000017	0.000000	
0.000306	-0.001185	0.010717	0.000008	-0.000045	0.000007	0.000000	
0.000338	-0.001220	0.010750	0.000008	-0.000037	-0.000003	0.000000	
0.000389	-0.001262	0.010744	0.000008	-0.000026	-0.000015	0.000000	
0.000439	-0.001304	0.010738	0.000009	-0.000016	-0.000026	0.000000	
0.000490	-0.001346	0.010732	0.000009	-0.000005	-0.000037	0.000000	
0.000541	-0.001387	0.010726	0.000009	0.000006	-0.000048	0.000000	
0.000591	-0.001429	0.010720	0.000009	0.000016	-0.000059	0.000000	
0.000664	-0.001466	0.010676	0.000009	0.000029	-0.000072	0.000000	
0.000738	-0.001502	0.010632	0.000009	0.000043	-0.000084	0.000000	
0.000811	-0.001539	0.010588	0.000009	0.000056	-0.000097	0.000000	
0.000884	-0.001575	0.010544	0.000009	0.000069	-0.000110	0.000000	
0.000957	-0.001612	0.010501	0.000009	0.000082	-0.000122	0.000000	
0.001011	-0.001614	0.010422	0.000009	0.000095	-0.000134	0.000000	
0.001065	-0.001616	0.010344	0.000008	0.000108	-0.000145	0.000000	
0.001120	-0.001618	0.010265	0.000008	0.000122	-0.000157	0.000000	
0.001174	-0.001620	0.010187	0.000008	0.000135	-0.000168	0.000000	
0.001228	-0.001623	0.010108	0.000008	0.000148	-0.000180	0.000000	
0.001256	-0.001571	0.009988	0.000008	0.000161	-0.000191	0.000000	
0.001284	-0.001519	0.009868	0.000007	0.000175	-0.000202	0.000000	
0.001311	-0.001467	0.009747	0.000007	0.000188	-0.000213	0.000000	
0.001339	-0.001415	0.009627	0.000007	0.000202	-0.000224	0.000000	
0.001366	-0.001363	0.009507	0.000006	0.000215	-0.000234	-0.000000	
0.001339	-0.001235	0.009348	0.000006	0.000227	-0.000243	-0.000000	
0.001312	-0.001107	0.009190	0.000005	0.000239	-0.000252	-0.000000	
0.001284	-0.000979	0.009031	0.000005	0.000251	-0.000261	-0.000000	
0.001257	-0.000850	0.008873	0.000005	0.000262	-0.000269	-0.000000	
0.001229	-0.000722	0.008714	0.000004	0.000274	-0.000278	-0.000000	
0.001132	-0.000512	0.008538	0.000004	0.000282	-0.000282	-0.000000	
0.001036	-0.000302	0.008362	0.000004	0.000289	-0.000286	-0.000000	
0.000939	-0.000092	0.008186	0.000003	0.000297	-0.000290	-0.000000	
0.000842	0.000118	0.008010	0.000003	0.000305	-0.000294	-0.000000	
0.000745	0.000329	0.007834	0.000003	0.000312	-0.000298	-0.000000	
0.000550	0.000660	0.007638	0.000002	0.000315	-0.000297	-0.000000	
0.000354	0.000991	0.007442	0.000002	0.000317	-0.000296	-0.000000	
0.000159	0.001322	0.007247	0.000001	0.000320	-0.000296	-0.000000	
-0.000036	0.001653	0.007051	0.000001	0.000322	-0.000295	-0.000000	
-0.000231	0.001984	0.006856	0.000000	0.000325	-0.000294	-0.000000	
-0.000502	0.002408	0.006669	-0.000000	0.000322	-0.000288	-0.000000	
-0.000773	0.002832	0.006482	-0.000001	0.000319	-0.000283	-0.000000	
-0.001043	0.003256	0.006295	-0.000001	0.000317	-0.000278	-0.000001	
-0.001314	0.003680	0.006108	-0.000002	0.000314	-0.000273	-0.000001	
-0.001585	0.004104	0.005922	-0.000002	0.000311	-0.000267	-0.000001	
-0.001971	0.004686	0.005740	-0.000003	0.000302	-0.000257	-0.000001	
-0.002358	0.005268	0.005559	-0.000004	0.000293	-0.000247	-0.000001	
-0.002745	0.005850	0.005378	-0.000005	0.000285	-0.000237	-0.000001	
-0.003131	0.006432	0.005196	-0.000006	0.000276	-0.000227	-0.000001	
-0.003518	0.007014	0.005015	-0.000007	0.000267	-0.000217	-0.000001	
-0.003978	0.007702	0.004842	-0.000009	0.000254	-0.000203	-0.000001	
-0.004438	0.008389	0.004669	-0.000010	0.000241	-0.000190	-0.000001	
-0.004897	0.009076	0.004497	-0.000012	0.000228	-0.000177	-0.000001	
-0.005357	0.009763	0.004324	-0.000013	0.000215	-0.000164	-0.000000	
-0.005817	0.010451	0.004151	-0.000015	0.000202	-0.000150	-0.000000	
